peakID	Freq	FreqUnique	peakLEN	peakANNO	chr	start	end	MutSamples	MutSamplesunique	peakMUTr	pbin	pbin.adj	neglog10qval
chr1:204475183-204476521	3	3	1338	DistalRE	chr1	204475183	204476521	Baca_07-5021_T_wgs,CPCG0357-F1,CPCG0375-F1	Baca_07-5021_T_wgs,CPCG0357-F1,CPCG0375-F1	0.00224215246636771	7.98213055970058e-08	3.680792908984e-05	4.43405861640705
chr5:16894486-16895354	3	3	868	DistalRE	chr5	16894486	16895354	Baca_07-144_T_wgs,CPCG0341-F1,CPCG0407-F1	Baca_07-144_T_wgs,CPCG0341-F1,CPCG0407-F1	0.00345622119815668	8.21758416889452e-08	3.680792908984e-05	4.43405861640705
chr9:84461869-84462780	3	3	911	DistalRE	chr9	84461869	84462780	Baca_07-144_T_wgs,CPCG0331-F1,CPCG0339-F1	Baca_07-144_T_wgs,CPCG0331-F1,CPCG0339-F1	0.00329308452250274	1.17425729900148e-07	4.85510229394842e-05	4.31380161534829
chr11:64145584-64146426	3	3	842	DistalRE	chr11	64145584	64146426	CPCG0099-F1,CPCG0248-F1,CPCG0265-F1	CPCG0099-F1,CPCG0248-F1,CPCG0265-F1	0.00356294536817102	1.69084110264482e-07	6.49162209051135e-05	4.1876467705437
chr5:158021287-158022386	3	3	1099	DistalRE	chr5	158021287	158022386	Baca_STID0000002682_T_wgs,CPCG0205-F1,CPCG0350-F1	Baca_STID0000002682_T_wgs,CPCG0205-F1,CPCG0350-F1	0.00272975432211101	1.85628111518949e-07	6.65167399609569e-05	4.17706904405357
chr5:40306736-40308651	3	3	1915	DistalRE	chr5	40306736	40308651	CPCG0201-F1,CPCG0260-F1,CPCG0345-F1	CPCG0201-F1,CPCG0260-F1,CPCG0345-F1	0.00156657963446475	4.9526755229175e-07	0.00016637894334801	3.77890163818001
chr6:134952688-134952957	2	2	269	DistalRE	chr6	134952688	134952957	Berger_1701_T_wgs,CPCG0078-F1	Berger_1701_T_wgs,CPCG0078-F1	0.00743494423791822	6.96503228647646e-07	0.000220217932587123	3.65714731884959
chr7:20480377-20480633	2	2	256	DistalRE	chr7	20480377	20480633	CPCG0205-F1,Weischenfeldt_04_T_wgs	CPCG0205-F1,Weischenfeldt_04_T_wgs	0.0078125	7.43423257292257e-07	0.000221994444885882	3.65365789305203
chr9:88045661-88047190	3	3	1529	DistalRE	chr9	88045661	88047190	Baca_03-3125_T_wgs,Baca_08-1042_T_wgs,CPCG0057-F1	Baca_03-3125_T_wgs,Baca_08-1042_T_wgs,CPCG0057-F1	0.00196206671026815	9.46036035502052e-07	0.000267628615306502	3.57246745291728
chr1:18743871-18744146	2	2	275	DistalRE	chr1	18743871	18744146	CPCG0413-F1,Weischenfeldt_04_T_wgs	CPCG0413-F1,Weischenfeldt_04_T_wgs	0.00727272727272727	9.98811935580368e-07	0.000268430707687224	3.5711678036436
chr17:40547043-40547202	2	2	159	DistalRE	chr17	40547043	40547202	Baca_08-492_T_wgs,CPCG0379-F1	Baca_08-492_T_wgs,CPCG0379-F1	0.0125786163522013	1.14416133912284e-06	0.000292850818942156	3.53335355715229
chr5:42811187-42811317	2	2	130	DistalRE	chr5	42811187	42811317	Baca_03-2345_T_wgs,Baca_07-837_T_wgs	Baca_03-2345_T_wgs,Baca_07-837_T_wgs	0.0153846153846154	1.32223108774492e-06	0.000323045095301316	3.49073684833916
chr1:157125884-157126022	2	2	138	DistalRE	chr1	157125884	157126022	Baca_07-5318_T_wgs,CPCG0378-F1	Baca_07-5318_T_wgs,CPCG0378-F1	0.0144927536231884	1.77073402965868e-06	0.000413812843887627	3.38319603386614
chr3:128100779-128102892	3	3	2113	DistalRE	chr3	128100779	128102892	CPCG0236-F1,CPCG0345-F1,CPCG0350-F1	CPCG0236-F1,CPCG0345-F1,CPCG0350-F1	0.00141978230004733	2.27957445169747e-06	0.000496380508050561	3.30418528078388
chr19:10851520-10851852	2	2	332	DistalRE	chr19	10851520	10851852	Baca_09-146_T_wgs,CPCG0379-F1	Baca_09-146_T_wgs,CPCG0379-F1	0.00602409638554217	2.43288475522643e-06	0.000496380508050561	3.30418528078388
chr3:51578904-51579227	2	2	323	DistalRE	chr3	51578904	51579227	Baca_STID0000002872_T_wgs,CPCG0090-F1	Baca_STID0000002872_T_wgs,CPCG0090-F1	0.00619195046439629	2.47959922651263e-06	0.000496380508050561	3.30418528078388
chr4:102172421-102172845	2	2	424	DistalRE	chr4	102172421	102172845	TCGA_6365_T1_wgs,Weischenfeldt_07_T_wgs	TCGA_6365_T1_wgs,Weischenfeldt_07_T_wgs	0.00471698113207547	2.49344627299817e-06	0.000496380508050561	3.30418528078388
chr4:120051810-120052173	2	2	363	DistalRE	chr4	120051810	120052173	CPCG0357-F1,CPCG0365-F1	CPCG0357-F1,CPCG0365-F1	0.00550964187327824	2.5890387901684e-06	0.000497002982041256	3.30364100547154
chr2:224102510-224102786	2	2	276	DistalRE	chr2	224102510	224102786	CPCG0183-F1,CPCG0410-F1	CPCG0183-F1,CPCG0410-F1	0.0072463768115942	2.84768650369502e-06	0.000508181446189735	3.29398119517804
chr2:236450487-236450936	2	2	449	DistalRE	chr2	236450487	236450936	CPCG0265-F1,CPCG0268-F1	CPCG0265-F1,CPCG0268-F1	0.0044543429844098	2.93090694546638e-06	0.000508181446189735	3.29398119517804
chr4:40448875-40449156	2	2	281	DistalRE	chr4	40448875	40449156	CPCG0182-F1,CPCG0388-F1	CPCG0182-F1,CPCG0388-F1	0.00711743772241993	2.86702840586298e-06	0.000508181446189735	3.29398119517804
chr14:37903786-37906470	3	3	2684	RNU6-886P	chr14	37903786	37906470	CPCG0006-F1,CPCG0063-F1,CPCG0342-F1	CPCG0006-F1,CPCG0063-F1,CPCG0342-F1	0.0011177347242921	3.12452613645285e-06	0.000524822749482314	3.27998734786925
chr1:159927721-159928137	2	2	416	DistalRE	chr1	159927721	159928137	CPCG0184-F1,CPCG0212-F1	CPCG0184-F1,CPCG0212-F1	0.00480769230769231	3.96602724108733e-06	0.000601441298847739	3.22080675374486
chr12:19375997-19376335	2	2	338	DistalRE	chr12	19375997	19376335	CPCG0128-F1,CPCG0206-F1	CPCG0128-F1,CPCG0206-F1	0.00591715976331361	4.02825800158486e-06	0.000601441298847739	3.22080675374486
chr18:74852710-74853026	2	2	316	DistalRE	chr18	74852710	74853026	CPCG0020-F1,CPCG0269-F1	CPCG0020-F1,CPCG0269-F1	0.00632911392405063	3.95315036627289e-06	0.000601441298847739	3.22080675374486
chr8:91683096-91683425	2	2	329	DistalRE	chr8	91683096	91683425	CPCG0001-F1,Weischenfeldt_04_T_wgs	CPCG0001-F1,Weischenfeldt_04_T_wgs	0.0060790273556231	3.70350135309575e-06	0.000601441298847739	3.22080675374486
chr16:89220420-89220698	2	2	278	DistalRE	chr16	89220420	89220698	CPCG0001-F1,CPCG0201-F1	CPCG0001-F1,CPCG0201-F1	0.00719424460431655	4.17914480095916e-06	0.000607105494733932	3.21673583643717
chr1:245406350-245406711	2	2	361	DistalRE	chr1	245406350	245406711	CPCG0210-F1,CPCG0211-F1	CPCG0210-F1,CPCG0211-F1	0.00554016620498615	4.73346859664415e-06	0.000669536676499008	3.17422562781574
chr11:15923298-15923739	2	2	441	DistalRE	chr11	15923298	15923739	CPCG0003-F1,CPCG0256-F1	CPCG0003-F1,CPCG0256-F1	0.00453514739229025	5.50143039528076e-06	0.000739254709365852	3.1312059001531
chr19:33798071-33798476	2	2	405	DistalRE	chr19	33798071	33798476	CPCG0090-F1,CPCG0183-F1	CPCG0090-F1,CPCG0183-F1	0.00493827160493827	5.4444025721942e-06	0.000739254709365852	3.1312059001531
chr3:116202027-116202401	2	2	374	DistalRE	chr3	116202027	116202401	Baca_06-1749_T_wgs,CPCG0006-F1	Baca_06-1749_T_wgs,CPCG0006-F1	0.0053475935828877	6.51268316087854e-06	0.000853796877798102	3.06864543767629
chr10:50627027-50627468	2	2	441	RP11-123B3.2	chr10	50627027	50627468	CPCG0246-F1,CPCG0404-F1	CPCG0246-F1,CPCG0404-F1	0.00453514739229025	8.36398133775976e-06	0.000877466646725914	3.05676938246121
chr13:109571657-109572318	2	2	661	DistalRE	chr13	109571657	109572318	CPCG0358-F1,CPCG0371-F1	CPCG0358-F1,CPCG0371-F1	0.00302571860816944	8.2452342255154e-06	0.000877466646725914	3.05676938246121
chr16:72974416-72974744	2	2	328	DistalRE	chr16	72974416	72974744	Baca_03-2345_T_wgs,CPCG0350-F1	Baca_03-2345_T_wgs,CPCG0350-F1	0.00609756097560976	8.4425919444098e-06	0.000877466646725914	3.05676938246121
chr17:64271744-64272161	2	2	417	DistalRE	chr17	64271744	64272161	CPCG0087-F1,CPCG0266-F1	CPCG0087-F1,CPCG0266-F1	0.00479616306954436	7.27801810956311e-06	0.000877466646725914	3.05676938246121
chr20:37056302-37056672	2	2	370	SNHG17,SNORA71A,SNORA71B	chr20	37056302	37056672	CPCG0191-F1,CPCG0350-F1	CPCG0191-F1,CPCG0350-F1	0.00540540540540541	7.40479850850063e-06	0.000877466646725914	3.05676938246121
chr2:148283172-148283989	2	2	817	DistalRE	chr2	148283172	148283989	Baca_09-628_T_wgs,CPCG0411-F1	Baca_09-628_T_wgs,CPCG0411-F1	0.00244798041615667	7.18552959621089e-06	0.000877466646725914	3.05676938246121
chr2:235916966-235917636	2	2	670	DistalRE	chr2	235916966	235917636	CPCG0266-F1,CPCG0355-F1	CPCG0266-F1,CPCG0355-F1	0.00298507462686567	8.47115222289587e-06	0.000877466646725914	3.05676938246121
chr22:47197033-47197589	2	2	556	DistalRE	chr22	47197033	47197589	CPCG0158-F1,CPCG0352-F1	CPCG0158-F1,CPCG0352-F1	0.00359712230215827	8.45518034976548e-06	0.000877466646725914	3.05676938246121
chr3:188364466-188364877	2	2	411	DistalRE	chr3	188364466	188364877	Baca_07-4941_T_wgs,CPCG0341-F1	Baca_07-4941_T_wgs,CPCG0341-F1	0.0048661800486618	8.48897965204605e-06	0.000877466646725914	3.05676938246121
chr7:115317952-115318595	2	2	643	DistalRE	chr7	115317952	115318595	CPCG0409-F1,Weischenfeldt_04_T_wgs	CPCG0409-F1,Weischenfeldt_04_T_wgs	0.0031104199066874	7.80253413391283e-06	0.000877466646725914	3.05676938246121
chr7:30848633-30848915	2	2	282	DistalRE	chr7	30848633	30848915	Baca_04-1243_T_wgs,CPCG0378-F1	Baca_04-1243_T_wgs,CPCG0378-F1	0.00709219858156028	7.82511571190478e-06	0.000877466646725914	3.05676938246121
chr10:34037836-34038475	2	2	639	DistalRE	chr10	34037836	34038475	CPCG0334-F1,CPCG0342-F1	CPCG0334-F1,CPCG0342-F1	0.00312989045383412	1.27286688546108e-05	0.000882353555660306	3.0543573598735
chr1:150178330-150178867	2	2	537	DistalRE	chr1	150178330	150178867	CPCG0083-F1,CPCG0260-F1	CPCG0083-F1,CPCG0260-F1	0.0037243947858473	9.57063824269425e-06	0.000882353555660306	3.0543573598735
chr1:154310088-154310478	2	2	390	RNU7-57P	chr1	154310088	154310478	CPCG0233-F1,CPCG0263-F1	CPCG0233-F1,CPCG0263-F1	0.00512820512820513	9.88673108302246e-06	0.000882353555660306	3.0543573598735
chr11:99516629-99517071	2	2	442	DistalRE	chr11	99516629	99517071	Baca_07-4941_T_wgs,Baca_08-4154_T_wgs	Baca_07-4941_T_wgs,Baca_08-4154_T_wgs	0.00452488687782805	1.29778925340926e-05	0.000882353555660306	3.0543573598735
chr1:2013333-2014117	2	2	784	PRKCZ	chr1	2013333	2014117	CPCG0095-F1,TCGA_7169_T1_wgs	CPCG0095-F1,TCGA_7169_T1_wgs	0.00255102040816327	1.11284585689204e-05	0.000882353555660306	3.0543573598735
chr1:229122282-229122932	2	2	650	DistalRE	chr1	229122282	229122932	Berger_3043_T_wgs,CPCG0243-F1	Berger_3043_T_wgs,CPCG0243-F1	0.00307692307692308	1.07846063074238e-05	0.000882353555660306	3.0543573598735
chr12:58552367-58552935	2	2	568	DistalRE	chr12	58552367	58552935	Baca_08-1541_T_wgs,Baca_08-217_T_wgs	Baca_08-1541_T_wgs,Baca_08-217_T_wgs	0.00352112676056338	1.31327040842464e-05	0.000882353555660306	3.0543573598735
chr1:45637668-45638074	2	2	406	DistalRE	chr1	45637668	45638074	CPCG0350-F1,TCGA_7075_T1_wgs	CPCG0350-F1,TCGA_7075_T1_wgs	0.00492610837438424	1.07143696284525e-05	0.000882353555660306	3.0543573598735
chr17:10601793-10602286	2	2	493	TMEM220	chr17	10601793	10602286	CPCG0083-F1,CPCG0158-F1	CPCG0083-F1,CPCG0158-F1	0.00405679513184584	1.2519168974429e-05	0.000882353555660306	3.0543573598735
chr1:78442483-78442951	2	2	468	DNAJB4,GIPC2	chr1	78442483	78442951	CPCG0081-F1,CPCG0083-F1	CPCG0081-F1,CPCG0083-F1	0.00427350427350427	1.0463328257284e-05	0.000882353555660306	3.0543573598735
chr18:70211596-70212192	2	2	596	CBLN2	chr18	70211596	70212192	CPCG0241-F1,CPCG0243-F1	CPCG0241-F1,CPCG0243-F1	0.00335570469798658	1.00463749764642e-05	0.000882353555660306	3.0543573598735
chr19:11454948-11455513	2	2	565	CCDC159,TMEM205	chr19	11454948	11455513	CPCG0057-F1,Weischenfeldt_010_T_wgs	CPCG0057-F1,Weischenfeldt_010_T_wgs	0.00353982300884956	9.95310364277564e-06	0.000882353555660306	3.0543573598735
chr20:43480053-43480714	2	2	661	DistalRE	chr20	43480053	43480714	Baca_05-1657_T_wgs,Berger_0508_T_wgs	Baca_05-1657_T_wgs,Berger_0508_T_wgs	0.00302571860816944	1.00110247809343e-05	0.000882353555660306	3.0543573598735
chr2:115300738-115301415	2	2	677	DistalRE	chr2	115300738	115301415	CPCG0189-F1,CPCG0191-F1	CPCG0189-F1,CPCG0191-F1	0.00295420974889217	1.29599939993022e-05	0.000882353555660306	3.0543573598735
chr21:37719446-37720066	2	2	620	MORC3	chr21	37719446	37720066	CPCG0094-F1,CPCG0263-F1	CPCG0094-F1,CPCG0263-F1	0.0032258064516129	1.23664114593992e-05	0.000882353555660306	3.0543573598735
chr3:49141976-49142656	2	2	680	QARS	chr3	49141976	49142656	CPCG0256-F1,TCGA_5750_T1_wgs	CPCG0256-F1,TCGA_5750_T1_wgs	0.00294117647058824	1.1802193995216e-05	0.000882353555660306	3.0543573598735
chr4:124307448-124308216	2	2	768	DistalRE	chr4	124307448	124308216	CPCG0154-F1,CPCG0374-F1	CPCG0154-F1,CPCG0374-F1	0.00260416666666667	1.30158248342108e-05	0.000882353555660306	3.0543573598735
chr4:147055822-147056428	2	2	606	DistalRE	chr4	147055822	147056428	CPCG0128-F1,CPCG0205-F1	CPCG0128-F1,CPCG0205-F1	0.0033003300330033	8.7294129171816e-06	0.000882353555660306	3.0543573598735
chr4:91678482-91679080	2	2	598	DistalRE	chr4	91678482	91679080	CPCG0124-F1,CPCG0154-F1	CPCG0124-F1,CPCG0154-F1	0.00334448160535117	1.11488710018787e-05	0.000882353555660306	3.0543573598735
chr5:138739237-138740138	2	2	901	SPATA24	chr5	138739237	138740138	CPCG0342-F1,CPCG0365-F1	CPCG0342-F1,CPCG0365-F1	0.00221975582685905	1.29169774184943e-05	0.000882353555660306	3.0543573598735
chr5:140729496-140730251	2	2	755	PCDHGB1	chr5	140729496	140730251	TCGA_7169_T1_wgs,Weischenfeldt_04_T_wgs	TCGA_7169_T1_wgs,Weischenfeldt_04_T_wgs	0.00264900662251656	1.16493538395108e-05	0.000882353555660306	3.0543573598735
chr5:149336301-149337017	2	2	716	DistalRE	chr5	149336301	149337017	CPCG0184-F1,CPCG0206-F1	CPCG0184-F1,CPCG0206-F1	0.00279329608938547	1.30836377469231e-05	0.000882353555660306	3.0543573598735
chr6:168596996-168597619	2	2	623	DistalRE	chr6	168596996	168597619	CPCG0020-F1,CPCG0262-F1	CPCG0020-F1,CPCG0262-F1	0.00321027287319422	1.28788471290482e-05	0.000882353555660306	3.0543573598735
chr6:36562750-36563643	2	2	893	DistalRE	chr6	36562750	36563643	CPCG0352-F1,CPCG0387-F1	CPCG0352-F1,CPCG0387-F1	0.00223964165733483	1.21320929091414e-05	0.000882353555660306	3.0543573598735
chr8:144134643-144135226	2	2	583	DistalRE	chr8	144134643	144135226	Baca_07-5037_T_wgs,CPCG0380-F1	Baca_07-5037_T_wgs,CPCG0380-F1	0.00343053173241852	1.23427624441792e-05	0.000882353555660306	3.0543573598735
chr8:23652709-23653203	2	2	494	DistalRE	chr8	23652709	23653203	Baca_04-1243_T_wgs,CPCG0184-F1	Baca_04-1243_T_wgs,CPCG0184-F1	0.00404858299595142	1.28817296085987e-05	0.000882353555660306	3.0543573598735
chr8:25953564-25954187	2	2	623	DistalRE	chr8	25953564	25954187	Baca_STID0000002525_T_wgs,CPCG0123-F1	Baca_STID0000002525_T_wgs,CPCG0123-F1	0.00321027287319422	1.09765454827288e-05	0.000882353555660306	3.0543573598735
chrX:11325381-11325748	2	2	367	DistalRE	chrX	11325381	11325748	CPCG0378-F1,CPCG0412-F1	CPCG0378-F1,CPCG0412-F1	0.00544959128065395	1.01516872380646e-05	0.000882353555660306	3.0543573598735
chr17:20840044-20840812	2	2	768	RP11-344E13.3,RP11-381P6.1	chr17	20840044	20840812	CPCG0413-F1,CPCG0073-F1	CPCG0413-F1,CPCG0073-F1	0.00260416666666667	1.3510755124315e-05	0.000896547022138185	3.0474269276081
chr19:12845192-12845729	2	2	537	ASNA1	chr19	12845192	12845729	CPCG0121-F1,CPCG0249-F1	CPCG0121-F1,CPCG0249-F1	0.0037243947858473	1.37736958871e-05	0.000902848968209297	3.04438489393815
chr15:58902763-58903392	2	2	629	ADAM10	chr15	58902763	58903392	Baca_07-5037_T_wgs,CPCG0189-F1	Baca_07-5037_T_wgs,CPCG0189-F1	0.00317965023847377	1.47902303835382e-05	0.000933626520523047	3.02982682025186
chr17:6280354-6280886	2	2	532	DistalRE	chr17	6280354	6280886	Baca_07-5037_T_wgs,Baca_08-716_T_wgs	Baca_07-5037_T_wgs,Baca_08-716_T_wgs	0.0037593984962406	1.49380243283687e-05	0.000933626520523047	3.02982682025186
chr2:43811767-43812233	2	2	466	DistalRE	chr2	43811767	43812233	CPCG0063-F1,CPCG0340-F1	CPCG0063-F1,CPCG0340-F1	0.00429184549356223	1.47392460642347e-05	0.000933626520523047	3.02982682025186
chr3:98620455-98621038	2	2	583	CTD-2021J15.1	chr3	98620455	98621038	CPCG0269-F1,CPCG0341-F1	CPCG0269-F1,CPCG0341-F1	0.00343053173241852	1.46127255568123e-05	0.000933626520523047	3.02982682025186
chr15:60907510-60908136	2	2	626	DistalRE	chr15	60907510	60908136	CPCG0324-F1,CPCG0354-F1	CPCG0324-F1,CPCG0354-F1	0.00319488817891374	1.55095666990607e-05	0.000934721523189131	3.02931775699504
chr1:79756550-79757396	2	2	846	DistalRE	chr1	79756550	79757396	Baca_08-784_T_wgs,TCGA_7233_T1_wgs	Baca_08-784_T_wgs,TCGA_7233_T1_wgs	0.00236406619385343	1.5201187064695e-05	0.000934721523189131	3.02931775699504
chr3:172364285-172364810	2	2	525	DistalRE	chr3	172364285	172364810	CPCG0242-F1,CPCG0410-F1	CPCG0242-F1,CPCG0410-F1	0.00380952380952381	1.59989544434233e-05	0.000934721523189131	3.02931775699504
chr3:176929514-176930190	2	2	676	DistalRE	chr3	176929514	176930190	CPCG0404-F1,Weischenfeldt_07_T_wgs	CPCG0404-F1,Weischenfeldt_07_T_wgs	0.0029585798816568	1.56300516155375e-05	0.000934721523189131	3.02931775699504
chr3:37905447-37906181	2	2	734	DistalRE	chr3	37905447	37906181	CPCG0094-F1,CPCG0339-F1	CPCG0094-F1,CPCG0339-F1	0.00272479564032698	1.57425712942044e-05	0.000934721523189131	3.02931775699504
chr9:134420446-134421072	2	2	626	DistalRE	chr9	134420446	134421072	Baca_03-3125_T_wgs,CPCG0154-F1	Baca_03-3125_T_wgs,CPCG0154-F1	0.00319488817891374	1.59486993565281e-05	0.000934721523189131	3.02931775699504
chr3:194304376-194305251	2	2	875	TMEM44-AS1	chr3	194304376	194305251	CPCG0387-F1,CPCG0409-F1	CPCG0387-F1,CPCG0409-F1	0.00228571428571429	1.62597957549575e-05	0.000939746260031146	3.02698939400049
chr9:32404763-32405331	2	2	568	DistalRE	chr9	32404763	32405331	Baca_05-3595_T_wgs,CPCG0334-F1	Baca_05-3595_T_wgs,CPCG0334-F1	0.00352112676056338	1.66139913958213e-05	0.000950002167580209	3.02227540379847
chr3:174058267-174059471	2	2	1204	DistalRE	chr3	174058267	174059471	CPCG0324-F1,CPCG0344-F1	CPCG0324-F1,CPCG0344-F1	0.00166112956810631	1.73203377848332e-05	0.000979966479931352	3.00878877923589
chr14:22543567-22544373	2	2	806	DistalRE	chr14	22543567	22544373	CPCG0266-F1,Weischenfeldt_010_T_wgs	CPCG0266-F1,Weischenfeldt_010_T_wgs	0.00248138957816377	1.77561859527864e-05	0.000980449080376393	3.00857495649471
chr17:40826969-40827692	2	2	723	PLEKHH3	chr17	40826969	40827692	CPCG0255-F1,CPCG0410-F1	CPCG0255-F1,CPCG0410-F1	0.00276625172890733	1.78760948608161e-05	0.000980449080376393	3.00857495649471
chr2:99096352-99096924	2	2	572	DistalRE	chr2	99096352	99096924	Baca_07-837_T_wgs,CPCG0260-F1	Baca_07-837_T_wgs,CPCG0260-F1	0.0034965034965035	1.76891775147241e-05	0.000980449080376393	3.00857495649471
chr20:37233292-37234131	2	2	839	DistalRE	chr20	37233292	37234131	CPCG0006-F1,CPCG0255-F1	CPCG0006-F1,CPCG0255-F1	0.00238379022646007	1.8592438233351e-05	0.000999530016897882	3.00020415904725
chr3:156838076-156838725	2	2	649	DistalRE	chr3	156838076	156838725	CPCG0057-F1,CPCG0255-F1	CPCG0057-F1,CPCG0255-F1	0.00308166409861325	1.85959072911234e-05	0.000999530016897882	3.00020415904725
chr17:25574245-25575205	2	2	960	DistalRE	chr17	25574245	25575205	CPCG0392-F1,CPCG0413-F1	CPCG0392-F1,CPCG0413-F1	0.00208333333333333	1.95670220109566e-05	0.00102567339684473	2.98899090874558
chr21:16251328-16251975	2	2	647	DistalRE	chr21	16251328	16251975	CPCG0236-F1,CPCG0356-F1	CPCG0236-F1,CPCG0356-F1	0.00309119010819165	1.9478340033348e-05	0.00102567339684473	2.98899090874558
chr7:107508307-107509444	2	2	1137	DistalRE	chr7	107508307	107509444	CPCG0340-F1,Weischenfeldt_06_T_wgs	CPCG0340-F1,Weischenfeldt_06_T_wgs	0.00175901495162709	1.96547646279083e-05	0.00102567339684473	2.98899090874558
chr12:34175034-34175611	2	2	577	ALG10,RP11-847H18.2	chr12	34175034	34175611	Baca_08-1541_T_wgs,TCGA_5750_T1_wgs	Baca_08-1541_T_wgs,TCGA_5750_T1_wgs	0.00346620450606586	2.02284841310659e-05	0.0010257368132498	2.98896405756325
chr12:60237049-60237743	2	2	694	DistalRE	chr12	60237049	60237743	CPCG0334-F1,CPCG0341-F1	CPCG0334-F1,CPCG0341-F1	0.00288184438040346	2.01437897061201e-05	0.0010257368132498	2.98896405756325
chr4:87305208-87305678	2	2	470	DistalRE	chr4	87305208	87305678	Baca_05-620_T_wgs,TCGA_5788_T1_wgs	Baca_05-620_T_wgs,TCGA_5788_T1_wgs	0.00425531914893617	2.02078423065786e-05	0.0010257368132498	2.98896405756325
chr19:8459611-8460090	2	2	479	DistalRE	chr19	8459611	8460090	Baca_08-716_T_wgs,CPCG0233-F1	Baca_08-716_T_wgs,CPCG0233-F1	0.00417536534446764	2.06022522773223e-05	0.00103492622421128	2.98509060823598
chr1:69784551-69785554	2	2	1003	DistalRE	chr1	69784551	69785554	Baca_03-1426_T_wgs,CPCG0346-F1	Baca_03-1426_T_wgs,CPCG0346-F1	0.00199401794616152	2.13561150535754e-05	0.00105138486008752	2.97823828110092
chr17:56494755-56495429	2	2	674	RNF43	chr17	56494755	56495429	Baca_04-1243_T_wgs,CPCG0243-F1	Baca_04-1243_T_wgs,CPCG0243-F1	0.0029673590504451	2.11355968808324e-05	0.00105138486008752	2.97823828110092
chr7:2900225-2900914	2	2	689	DistalRE	chr7	2900225	2900914	Baca_05-1657_T_wgs,TCGA_5750_T1_wgs	Baca_05-1657_T_wgs,TCGA_5750_T1_wgs	0.00290275761973875	2.15167134157445e-05	0.00105138486008752	2.97823828110092
chr21:36628592-36629290	2	2	698	DistalRE	chr21	36628592	36629290	Baca_06-3199_T_wgs,CPCG0354-F1	Baca_06-3199_T_wgs,CPCG0354-F1	0.00286532951289398	2.20816543628957e-05	0.00106926929910418	2.97091290247511
